fund_code,fund_name,base_date,class_label,class_code,account_type,channel,front_load_text,fee_total,fee_distribution,fee_peer_avg,fee_total_cost,chunk_id,page,source_path
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-오프라인-랩(Cw),Cw,,오프라인,,0.165,,,,KR5144420081_p32_0088,32,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-오프라인-개인연금(C-P1(연금저축)),C-P1,연금저축,오프라인,,0.415,,,,KR5144420081_p32_0088,32,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-온라인-개인연금(C-P1e(연금저축)),C-P1e,연금저축,온라인,,0.29,,,,KR5144420081_p32_0088,32,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-오프라인-퇴직연금(C-,,퇴직연금,오프라인,,0.395,,,,KR5144420081_p32_0088,32,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료선취- 오프라인(A),A,,오프라인,납입금액의 0.1%이내,0.295,,0.34,0.3039,KR5144420091_p5_0009,5,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료선취- 오프라인(A2),A2,,오프라인,납입금액의 0.3%이내,0.145,,,0.1539,KR5144420091_p5_0009,5,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구 -오프라인(C),C,,오프라인,없음,0.395,,0.4,0.4039,KR5144420091_p5_0009,5,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료선취- 온라인(Ae),Ae,,온라인,납입금액의 0.05%이내,0.195,,0.25,0.2038,KR5144420091_p5_0009,5,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구 -온라인(Ce),Ce,,온라인,없음,0.245,,0.27,0.2539,KR5144420091_p5_0009,5,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료선취-오프라인-무권유저비용(AG),AG,,오프라인,,0.208,,,,KR5144420091_p34_0089,34,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구-오프라인-무권유저비용(CG),CG,,오프라인,,0.265,,,,KR5144420091_p34_0089,34,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구-오프라인-기관(Cf),Cf,,오프라인,,0.105,,,,KR5144420091_p34_0089,34,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구-오프라인-고액(Ci),Ci,,오프라인,,0.145,,,,KR5144420091_p34_0089,34,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구-오프라인-랩(Cw),Cw,,오프라인,,0.095,,,,KR5144420091_p34_0089,34,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구-오프라인-개인연금 (C-P1(연금저축)),C-P1,연금저축,오프라인,,0.285,,,,KR5144420091_p34_0089,34,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구-온라인-개인연금(C-,,연금저축,온라인,,0.19,,,,KR5144420091_p34_0089,34,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],2025-09-14,수수료미징구-온라인슈퍼-퇴직연금 (S-P2(퇴직연금)),S-P2,퇴직연금,온라인슈퍼,,0.15,,,,KR5144420091_p35_0094,35,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료선취-오프라인(A),A,,오프라인,납입금액의 0.5%이내,0.877,0.34,,,KR5144450095_p5_0010,5,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료선취-오프라인(A2),A2,,오프라인,납입금액의 1.0%이내,0.717,0.18,,,KR5144450095_p5_0010,5,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-오프라인(C),C,,오프라인,없음,1.037,0.5,,,KR5144450095_p5_0010,5,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료선취-온라인(Ae),Ae,,온라인,납입금액의 0.25%이내,0.707,0.17,,,KR5144450095_p5_0010,5,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료선취-온투자비용,,,,납입금액의 0.5%이내,0.627,0.09,,,KR5144450095_p5_0010,5,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-온라인(Ce),Ce,,온라인,없음,0.787,0.25,,,KR5144450095_p5_0010,5,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료선취-온라인(A2e),A2e,,온라인,,0.627,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료선취-오프라인-무권유저비용 (AG),AG,,오프라인,,0.737,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-오프라인-무권유저비용(CG),CG,,오프라인,,0.837,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-오프라인-기관 (Cf),Cf,,오프라인,,0.547,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-오프라인-랩 (Cw),Cw,,오프라인,,0.537,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-오프라인-개인연금 (C-P1(연금저축)),C-P1,연금저축,오프라인,,0.807,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-온라인-개인연금 (C-P1e(연금저축)),C-P1e,연금저축,온라인,,0.672,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-오프라인-퇴직연금 (C-P2(퇴직연금)),C-P2,퇴직연금,오프라인,,0.797,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],2025-08-14,수수료미징구-온라인-,,,온라인,,0.667,,,,KR5144450095_p35_0089,35,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf
KR5147430065,KCGI코리아목표전환형증권투자신탁4호[채권혼합](운용전환일 이후),2025-09-26,수수료선취- 오프라인형(A),A,,오프라인,,0.443,,,,KR5147430065_p5_0014,5,투자설명서 복사본/KR5147430065/R2_KR5147430065.pdf
KR5147430065,KCGI코리아목표전환형증권투자신탁4호[채권혼합](운용전환일 이후),2025-09-26,운용전환일부 터 해지일까지,,,,,0.14,,,,KR5147430065_p5_0014,5,투자설명서 복사본/KR5147430065/R2_KR5147430065.pdf
KR515302022M,KCGI코리아증권투자신탁1호[주식] (펀드코드 : AJ437),2025-11-06,수수료선취- 오프라인(A),A,,오프라인,납입금액의 0.7%이내,1.143,0.45,,,KR515302022M_p5_0016,5,투자설명서 복사본/KR515302022M/R2_KR515302022M.pdf
KR515302022M,KCGI코리아증권투자신탁1호[주식] (펀드코드 : AJ437),2025-11-06,수수료미징구- 오프라인- 보수체감(C1),C1,,오프라인,없음,1.893,1.2,,,KR515302022M_p5_0016,5,투자설명서 복사본/KR515302022M/R2_KR515302022M.pdf
KR515302022M,KCGI코리아증권투자신탁1호[주식] (펀드코드 : AJ437),2025-11-06,수수료선취- 온라인(Ae),Ae,,온라인,납입금액의 0.35%이내,0.918,0.225,,,KR515302022M_p5_0016,5,투자설명서 복사본/KR515302022M/R2_KR515302022M.pdf
KR515302022M,KCGI코리아증권투자신탁1호[주식] (펀드코드 : AJ437),2025-11-06,수수료미징구- 온라인(Ce),Ce,,온라인,없음,1.193,0.5,,,KR515302022M_p5_0016,5,투자설명서 복사본/KR515302022M/R2_KR515302022M.pdf
KR5153420022,미래에셋라이프사이클7090연금증권전환형자투자신탁1호(채권),2021-03-10,수수료미징구-오프라인-개 인연금(C),C,연금저축,오프라인,-,0.54,0.35,,,KR5153420022_p3_0007,3,투자설명서 복사본/KR5153420022/R2_KR5153420022.pdf
KR5153420022,미래에셋라이프사이클7090연금증권전환형자투자신탁1호(채권),2021-03-10,수수료미징구-온라인-개인 연금(C-e),C-e,연금저축,온라인,-,0.36,0.17,,,KR5153420022_p3_0007,3,투자설명서 복사본/KR5153420022/R2_KR5153420022.pdf
KR5153420063,미래에셋솔로몬단기국공채증권자투자신탁1호(채권),2025-02-07,수수료선취-오프라인(A),A,,오프라인,-,0.65,0.45,0.25,0.66,KR5153420063_p3_0007,3,투자설명서 복사본/KR5153420063/R2_KR5153420063.pdf
KR5153420063,미래에셋솔로몬단기국공채증권자투자신탁1호(채권),2025-02-07,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,0.47,0.27,,0.48,KR5153420063_p3_0007,3,투자설명서 복사본/KR5153420063/R2_KR5153420063.pdf
KR5153420063,미래에셋솔로몬단기국공채증권자투자신탁1호(채권),2025-02-07,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,0.46,0.26,,0.47,KR5153420063_p3_0007,3,투자설명서 복사본/KR5153420063/R2_KR5153420063.pdf
KR5153420079,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),2025-08-22,수수료선취-오프라인(A),A,,오프라인,납입금 액의 0.3% 이내,0.43,0.31,0.25,0.43,KR5153420079_p3_0007,3,투자설명서 복사본/KR5153420079/R2_KR5153420079.pdf
KR5153420079,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),2025-08-22,수수료미징구-오프라인(C),C,,오프라인,-,0.57,0.45,0.35,0.58,KR5153420079_p3_0007,3,투자설명서 복사본/KR5153420079/R2_KR5153420079.pdf
KR5153420079,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),2025-08-22,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.15% 이내,0.275,0.155,0.22,0.275,KR5153420079_p3_0007,3,투자설명서 복사본/KR5153420079/R2_KR5153420079.pdf
KR5153420079,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),2025-08-22,수수료미징구-온라인(C-e),C-e,,온라인,-,0.5,0.38,0.24,0.51,KR5153420079_p3_0007,3,투자설명서 복사본/KR5153420079/R2_KR5153420079.pdf
KR5153420079,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),2025-08-22,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,0.48,0.36,,0.49,KR5153420079_p3_0007,3,투자설명서 복사본/KR5153420079/R2_KR5153420079.pdf
KR5153420079,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),2025-08-22,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,0.41,0.29,,0.42,KR5153420079_p3_0007,3,투자설명서 복사본/KR5153420079/R2_KR5153420079.pdf
KR5153420105,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),2025-12-23,수수료선취-오프라인(A),A,,오프라인,납입금 액의 0.3% 이내,0.35,0.19,0.33,0.36,KR5153420105_p3_0007,3,투자설명서 복사본/KR5153420105/R2_KR5153420105.pdf
KR5153420105,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),2025-12-23,수수료미징구-오프라인(C),C,,오프라인,-,0.44,0.28,0.4,0.45,KR5153420105_p3_0007,3,투자설명서 복사본/KR5153420105/R2_KR5153420105.pdf
KR5153420105,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),2025-12-23,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.15% 이내,0.255,0.095,0.25,0.255,KR5153420105_p3_0007,3,투자설명서 복사본/KR5153420105/R2_KR5153420105.pdf
KR5153420105,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),2025-12-23,수수료미징구-온라인(C-e),C-e,,온라인,-,0.4,0.24,0.27,0.41,KR5153420105_p3_0007,3,투자설명서 복사본/KR5153420105/R2_KR5153420105.pdf
KR5153420105,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),2025-12-23,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,0.43,0.27,,0.44,KR5153420105_p3_0007,3,투자설명서 복사본/KR5153420105/R2_KR5153420105.pdf
KR5153420105,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),2025-12-23,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,0.42,0.26,,0.43,KR5153420105_p3_0007,3,투자설명서 복사본/KR5153420105/R2_KR5153420105.pdf
KR5153420318,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),2025-10-17,수수료선취-오프라인(A),A,,오프라인,납입금 액의 0.7% 이내,0.95,0.6,0.83,0.95,KR5153420318_p4_0008,4,투자설명서 복사본/KR5153420318/R2_KR5153420318.pdf
KR5153420318,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),2025-10-17,수수료미징구-오프라인(C),C,,오프라인,-,1.35,1.0,0.53,1.35,KR5153420318_p4_0008,4,투자설명서 복사본/KR5153420318/R2_KR5153420318.pdf
KR5153420318,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),2025-10-17,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.35% 이내,0.65,0.3,0.59,0.7,KR5153420318_p4_0008,4,투자설명서 복사본/KR5153420318/R2_KR5153420318.pdf
KR5153420318,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),2025-10-17,수수료미징구-온라인(C-e),C-e,,온라인,-,0.85,0.5,0.53,0.9,KR5153420318_p4_0008,4,투자설명서 복사본/KR5153420318/R2_KR5153420318.pdf
KR5153420318,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),2025-10-17,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,0.76,0.41,,0.76,KR5153420318_p4_0008,4,투자설명서 복사본/KR5153420318/R2_KR5153420318.pdf
KR5153420318,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),2025-10-17,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,0.71,0.36,,0.71,KR5153420318_p4_0008,4,투자설명서 복사본/KR5153420318/R2_KR5153420318.pdf
KR5153420339,미래에셋프리미엄크레딧초단기증권투자신탁(채권),2024-12-24,수수료선취-오프라인(A),A,,오프라인,납입금 액의 0.2% 이내,0.18,0.12,0.25,0.18,KR5153420339_p4_0008,4,투자설명서 복사본/KR5153420339/R2_KR5153420339.pdf
KR5153420339,미래에셋프리미엄크레딧초단기증권투자신탁(채권),2024-12-24,수수료미징구-오프라인(C),C,,오프라인,-,0.38,0.32,0.35,0.38,KR5153420339_p4_0008,4,투자설명서 복사본/KR5153420339/R2_KR5153420339.pdf
KR5153420339,미래에셋프리미엄크레딧초단기증권투자신탁(채권),2024-12-24,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.1% 이내,0.12,0.06,0.22,0.12,KR5153420339_p4_0008,4,투자설명서 복사본/KR5153420339/R2_KR5153420339.pdf
KR5153420339,미래에셋프리미엄크레딧초단기증권투자신탁(채권),2024-12-24,수수료미징구-온라인(C-e),C-e,,온라인,-,0.22,0.16,0.24,0.22,KR5153420339_p4_0008,4,투자설명서 복사본/KR5153420339/R2_KR5153420339.pdf
KR5153450112,미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식),2025-05-09,수수료미징구-오프라인-개 인연금(C),C,연금저축,오프라인,-,1.54,0.95,,1.54,KR5153450112_p3_0007,3,투자설명서 복사본/KR5153450112/R2_KR5153450112.pdf
KR5153450112,미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식),2025-05-09,수수료미징구-온라인-개인 연금(C-e),C-e,연금저축,온라인,-,1.06,0.47,,1.06,KR5153450112_p3_0007,3,투자설명서 복사본/KR5153450112/R2_KR5153450112.pdf
KR5153450209,미래에셋퇴직연금코어밸류증권자투자신탁1호(주식),2025-07-31,수수료미징구-오프라인-퇴 직연금(C),C,퇴직연금,오프라인,-,1.2,0.805,,1.2,KR5153450209_p3_0007,3,투자설명서 복사본/KR5153450209/R2_KR5153450209.pdf
KR5153450209,미래에셋퇴직연금코어밸류증권자투자신탁1호(주식),2025-07-31,수수료미징구-온라인-퇴직 연금(C-P2e),C-P2e,퇴직연금,온라인,-,0.795,0.4,,0.795,KR5153450209_p3_0007,3,투자설명서 복사본/KR5153450209/R2_KR5153450209.pdf
KR5153450250,미래에셋퇴직연금고배당포커스증권자투자신탁1호(주식),2025-09-05,수수료미징구-오프라인-퇴 직연금(C),C,퇴직연금,오프라인,-,1.2,0.805,,1.21,KR5153450250_p3_0007,3,투자설명서 복사본/KR5153450250/R2_KR5153450250.pdf
KR5153450250,미래에셋퇴직연금고배당포커스증권자투자신탁1호(주식),2025-09-05,수수료미징구-온라인-퇴직 연금(C-P2e),C-P2e,퇴직연금,온라인,-,0.795,0.4,,0.805,KR5153450250_p3_0007,3,투자설명서 복사본/KR5153450250/R2_KR5153450250.pdf
KR5153450268,미래에셋스마트롱숏70증권자투자신탁1호(주식),2025-12-17,수수료선취-오프라인(A),A,,오프라인,납입금 액의 1% 이내,1.15,0.55,1.4,1.15,KR5153450268_p3_0007,3,투자설명서 복사본/KR5153450268/R2_KR5153450268.pdf
KR5153450268,미래에셋스마트롱숏70증권자투자신탁1호(주식),2025-12-17,수수료미징구-오프라인-보 수체감(C1),C1,,오프라인,-,1.9,1.3,1.6,1.9,KR5153450268_p3_0007,3,투자설명서 복사본/KR5153450268/R2_KR5153450268.pdf
KR5153450268,미래에셋스마트롱숏70증권자투자신탁1호(주식),2025-12-17,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.5% 이내,0.87,0.27,1.11,0.87,KR5153450268_p3_0007,3,투자설명서 복사본/KR5153450268/R2_KR5153450268.pdf
KR5153450268,미래에셋스마트롱숏70증권자투자신탁1호(주식),2025-12-17,수수료미징구-온라인(C-e),C-e,,온라인,-,1.1,0.5,1.15,1.1,KR5153450268_p3_0007,3,투자설명서 복사본/KR5153450268/R2_KR5153450268.pdf
KR5153450268,미래에셋스마트롱숏70증권자투자신탁1호(주식),2025-12-17,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,1.54,0.94,,1.54,KR5153450268_p3_0007,3,투자설명서 복사본/KR5153450268/R2_KR5153450268.pdf
KR5153450268,미래에셋스마트롱숏70증권자투자신탁1호(주식),2025-12-17,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,1.35,0.75,,1.35,KR5153450268_p3_0007,3,투자설명서 복사본/KR5153450268/R2_KR5153450268.pdf
KR5153450431,미래에셋인덱스플러스연금증권전환형자투자신탁1호(주식),2025-07-31,수수료미징구-오프라인-개 인연금(C),C,연금저축,오프라인,-,0.815,0.64,,0.815,KR5153450431_p3_0007,3,투자설명서 복사본/KR5153450431/R2_KR5153450431.pdf
KR5153450431,미래에셋인덱스플러스연금증권전환형자투자신탁1호(주식),2025-07-31,수수료미징구-온라인-개인 연금(C-e),C-e,연금저축,온라인,-,0.495,0.32,,0.495,KR5153450431_p3_0007,3,투자설명서 복사본/KR5153450431/R2_KR5153450431.pdf
KR5153450658,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),2025-11-21,수수료선취-오프라인(A),A,,오프라인,납입금 액의 0.1% 이내,0.32,0.2,0.25,0.32,KR5153450658_p4_0008,4,투자설명서 복사본/KR5153450658/R2_KR5153450658.pdf
KR5153450658,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),2025-11-21,수수료미징구-오프라인-보 수체감(C1),C1,,오프라인,-,0.45,0.33,0.35,0.45,KR5153450658_p4_0008,4,투자설명서 복사본/KR5153450658/R2_KR5153450658.pdf
KR5153450658,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),2025-11-21,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.05% 이내,0.22,0.1,0.74,0.23,KR5153450658_p4_0008,4,투자설명서 복사본/KR5153450658/R2_KR5153450658.pdf
KR5153450658,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),2025-11-21,수수료미징구-온라인(C-e),C-e,,온라인,-,0.29,0.17,0.24,0.3,KR5153450658_p4_0008,4,투자설명서 복사본/KR5153450658/R2_KR5153450658.pdf
KR5153450658,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),2025-11-21,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,0.4,0.28,,0.4,KR5153450658_p4_0008,4,투자설명서 복사본/KR5153450658/R2_KR5153450658.pdf
KR5153450658,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),2025-11-21,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,0.38,0.26,,0.39,KR5153450658_p4_0008,4,투자설명서 복사본/KR5153450658/R2_KR5153450658.pdf
KR5153450772,미래에셋그린뉴딜인덱스증권자투자신탁(주식),2025-05-09,수수료선취-오프라인(A),A,,오프라인,납입금 액의 0.8% 이내,0.7,0.35,1.37,0.75,KR5153450772_p3_0008,3,투자설명서 복사본/KR5153450772/R2_KR5153450772.pdf
KR5153450772,미래에셋그린뉴딜인덱스증권자투자신탁(주식),2025-05-09,수수료미징구-오프라인(C),C,,오프라인,-,1.2,0.85,1.58,1.25,KR5153450772_p3_0008,3,투자설명서 복사본/KR5153450772/R2_KR5153450772.pdf
KR5153450772,미래에셋그린뉴딜인덱스증권자투자신탁(주식),2025-05-09,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.4% 이내,0.52,0.17,1.01,0.57,KR5153450772_p3_0008,3,투자설명서 복사본/KR5153450772/R2_KR5153450772.pdf
KR5153450772,미래에셋그린뉴딜인덱스증권자투자신탁(주식),2025-05-09,수수료미징구-온라인(C-e),C-e,,온라인,-,0.77,0.42,1.19,0.82,KR5153450772_p3_0008,3,투자설명서 복사본/KR5153450772/R2_KR5153450772.pdf
KR5153450772,미래에셋그린뉴딜인덱스증권자투자신탁(주식),2025-05-09,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,1.03,0.68,,1.08,KR5153450772_p3_0008,3,투자설명서 복사본/KR5153450772/R2_KR5153450772.pdf
KR5153450785,미래에셋코어테크증권자투자신탁(주식),2026-01-06,수수료선취-오프라인(A),A,,오프라인,납입금 액의 1% 이내,1.435,0.68,1.4,1.435,KR5153450785_p4_0007,4,투자설명서 복사본/KR5153450785/R2_KR5153450785.pdf
KR5153450785,미래에셋코어테크증권자투자신탁(주식),2026-01-06,수수료미징구-오프라인(C),C,,오프라인,-,1.755,1.0,1.6,1.755,KR5153450785_p4_0007,4,투자설명서 복사본/KR5153450785/R2_KR5153450785.pdf
KR5153450785,미래에셋코어테크증권자투자신탁(주식),2026-01-06,수수료선취-온라인(A-e),A-e,,온라인,납입금 액의 0.5% 이내,1.095,0.34,1.08,1.095,KR5153450785_p4_0007,4,투자설명서 복사본/KR5153450785/R2_KR5153450785.pdf
KR5153450785,미래에셋코어테크증권자투자신탁(주식),2026-01-06,수수료미징구-온라인(C-e),C-e,,온라인,-,1.255,0.5,1.14,1.255,KR5153450785_p4_0007,4,투자설명서 복사본/KR5153450785/R2_KR5153450785.pdf
KR5153450785,미래에셋코어테크증권자투자신탁(주식),2026-01-06,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,1.555,0.8,,1.555,KR5153450785_p4_0007,4,투자설명서 복사본/KR5153450785/R2_KR5153450785.pdf
KR5153450785,미래에셋코어테크증권자투자신탁(주식),2026-01-06,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,1.395,0.64,,1.395,KR5153450785_p4_0007,4,투자설명서 복사본/KR5153450785/R2_KR5153450785.pdf
KR5153450791,미래에셋퇴직플랜KRX100인덱스증권자투자신탁1호(주식),2025-02-21,수수료미징구-오프라인-퇴 직연금(C),C,퇴직연금,오프라인,-,0.75,0.49,,0.77,KR5153450791_p3_0007,3,투자설명서 복사본/KR5153450791/R2_KR5153450791.pdf
KR5153450791,미래에셋퇴직플랜KRX100인덱스증권자투자신탁1호(주식),2025-02-21,수수료미징구-온라인-퇴직 연금(C-P2e),C-P2e,퇴직연금,온라인,-,0.5,0.24,,0.52,KR5153450791_p3_0007,3,투자설명서 복사본/KR5153450791/R2_KR5153450791.pdf
KR5153451009,미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식),2025-12-23,수수료미징구-오프라인-개 인연금(C-P),C-P,연금저축,오프라인,-,1.68,0.96,,1.75,KR5153451009_p3_0007,3,투자설명서 복사본/KR5153451009/R2_KR5153451009.pdf
KR5153451009,미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식),2025-12-23,수수료미징구-온라인-개인 연금(C-Pe),C-Pe,연금저축,온라인,-,1.2,0.48,,1.27,KR5153451009_p3_0007,3,투자설명서 복사본/KR5153451009/R2_KR5153451009.pdf
KR5153451009,미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식),2025-12-23,수수료미징구-오프라인-퇴 직연금(C-P2),C-P2,퇴직연금,오프라인,-,1.57,0.85,,1.64,KR5153451009_p3_0007,3,투자설명서 복사본/KR5153451009/R2_KR5153451009.pdf
KR5153451009,미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식),2025-12-23,수수료미징구-온라인-퇴직 연금(C-P2e),C-P2e,퇴직연금,온라인,-,1.14,0.42,,1.21,KR5153451009_p3_0007,3,투자설명서 복사본/KR5153451009/R2_KR5153451009.pdf
